DerogCnt,BanruptcyInd,TLTimeFirst,TLSum,TLMaxSum,TLBalHCPct,TLSatPct,TLOpenPct,TLDel60Cnt24,TLOpen24Pct
0,0,98,19470.0,10491.0,0.866,0.6667,0.41509999999999997,8,1.2727
0,0,151,31093.0,3500.0,0.9299999999999999,0.3571,0.41509999999999997,4,0.5832999999999999
14,0,165,28916.0,19619.0,0.4987,0.35,0.3333,1,0.4286
0,0,169,10703.0,16792.0,0.5982999999999999,0.6922999999999999,0.41379999999999995,0,0.2667
9,1,308,28704.0,132032.0,0.07089999999999999,0.8181999999999999,0.1739,2,0.3333
0,0,185,24840.0,20511.0,0.622,0.41459999999999997,0.6,0,0.0
6,1,30,48905.0,36720.0,0.5559,0.7044999999999999,0.7037,0,0.45449999999999996
0,0,211,29093.0,49168.0,0.9345,0.39999999999999997,0.1364,13,0.5832999999999999
11,0,523,25396.0,70452.0,0.7624,0.3125,0.2692,0,0.13329999999999997
1,0,316,32463.0,52204.0,0.4748,0.19999999999999998,0.6537999999999999,0,0.6470999999999999
11,0,249,18049.0,44903.0,0.7906,0.39999999999999997,0.5,0,0.39999999999999997
0,0,317,2394.0,18752.0,0.6613,0.5237999999999999,0.625,11,0.1667
2,0,225,837.0,651.0,0.8615999999999999,0.5556,0.19999999999999998,0,1.1538
6,0,375,45469.0,7342.0,0.7373,0.6206999999999999,1.0,0,0.4286
0,0,339,20945.0,10468.0,0.7677999999999999,0.3333,0.46669999999999995,1,0.1765
0,0,380,38229.0,37141.0,0.8980999999999999,0.9286,0.7917,0,0.047599999999999996
0,0,81,1172.0,21230.0,0.5817,0.44999999999999996,0.22579999999999997,2,0.5
2,0,294,881.0,572.0,0.5360999999999999,0.0667,0.7142999999999999,1,1.0
0,0,302,28005.0,31040.0,0.8461,0.15789999999999998,0.6111,16,0.3333
0,0,240,4261.0,8200.0,0.5853999999999999,0.3333,0.5385,9,0.9090999999999999
29,0,93,29830.0,59387.0,0.6806,0.3333,0.5789,0,0.8571
0,0,109,15662.0,10573.0,0.8645999999999999,0.19999999999999998,0.3,1,0.0
0,0,270,30042.0,13567.0,0.8259,0.6,0.39999999999999997,0,0.25
0,0,145,27384.0,48037.0,0.7193999999999999,0.6499999999999999,0.5805999999999999,0,1.6666999999999998
4,1,270,30948.0,20421.0,0.6581999999999999,0.7428999999999999,0.44999999999999996,0,0.5882
16,0,83,80360.0,3085.0,0.5828,0.6222,0.6,0,0.38889999999999997
0,0,116,24805.0,10769.0,0.22569999999999998,0.3243,1.0,0,4.0
0,0,269,29693.0,29318.0,0.18239999999999998,0.5609999999999999,0.3077,0,0.2941
1,0,138,23474.0,8342.0,0.7203999999999999,0.9259,0.2632,0,0.5
0,0,232,4769.0,6378.0,0.7716,0.6,0.48279999999999995,0,1.0
0,0,185,21273.0,69001.0,0.9325,0.7346999999999999,0.6428999999999999,14,0.6667
0,0,137,16167.0,81368.0,0.8907999999999999,0.619,0.41379999999999995,0,0.6667
20,0,550,15801.0,31800.0,0.7417999999999999,0.23809999999999998,0.8181999999999999,14,1.0
0,0,262,21780.0,103250.0,0.7283,0.41379999999999995,0.48,0,0.25
1,0,138,27854.0,48036.0,0.7797999999999999,0.7142999999999999,0.5172,0,0.5
0,1,140,580.0,38302.0,0.3272,0.7714,0.359,0,0.5909
0,0,102,88797.0,156960.0,0.8867999999999999,0.5277999999999999,0.3333,1,2.125
0,1,91,32985.0,11959.0,0.5077999999999999,0.1667,0.7391,0,0.46149999999999997
14,0,282,40959.0,31119.0,0.5101,0.9411999999999999,0.9443999999999999,0,0.7930999999999999
0,0,160,1340.0,11953.0,0.295,0.5455,0.7142999999999999,0,0.3333
1,0,63,14383.0,115202.0,0.5179999999999999,0.7346999999999999,0.23529999999999998,0,0.3333
0,0,106,61403.0,18614.0,0.4668,0.7585999999999999,0.47829999999999995,0,0.34619999999999995
1,0,51,7866.0,23474.0,0.5045,0.37839999999999996,0.19349999999999998,1,0.27499999999999997
1,0,46,836.0,23793.0,0.8455999999999999,0.5143,0.5249999999999999,0,1.0
7,0,133,910.0,40026.0,0.6192,0.22219999999999998,0.7367999999999999,10,0.3333
1,1,379,4050.0,31194.0,0.8496999999999999,0.19999999999999998,0.39999999999999997,0,0.1765
0,0,414,913.0,28568.0,0.9427,0.7777999999999999,0.8095,0,1.1538
0,1,71,26952.0,45048.0,0.8768999999999999,0.0588,0.43479999999999996,0,0.5
0,0,139,706.0,9232.0,0.7729999999999999,0.5758,0.3333,4,0.6428999999999999
0,1,65,5745.0,56958.0,0.5788,0.8181999999999999,0.5882,0,0.5
0,0,73,3713.0,49668.0,0.9799,0.1667,0.4694,0,0.0
2,0,147,11197.0,83553.0,0.7291,0.5333,0.3171,0,0.8666999999999999
0,1,28,691.0,80865.0,0.42679999999999996,0.5294,0.5455,0,0.0833
2,0,78,28293.0,817.0,0.5801,0.41459999999999997,0.1818,0,1.0
0,0,215,28298.0,61.0,0.8523,0.48979999999999996,0.7188,0,0.3846
16,0,338,21046.0,16192.0,0.3147,0.6222,0.48719999999999997,0,0.5
0,0,183,2232.0,68301.0,0.7313999999999999,0.4375,0.3333,0,0.5143
0,0,29,453.0,32942.0,0.7818999999999999,0.6470999999999999,0.1818,0,0.19049999999999997
0,0,222,9013.0,14580.0,0.0,0.7428999999999999,0.4118,2,0.10339999999999999
11,0,435,34151.0,36416.0,0.8866999999999999,0.8946999999999999,0.7692,0,4.0
0,0,315,12224.0,112928.0,0.6285,0.25,0.125,0,1.3888999999999998
0,1,226,4504.0,59928.0,0.8940999999999999,0.7241,0.47059999999999996,1,4.0
0,1,94,22096.0,1000.0,0.7860999999999999,0.0,0.40909999999999996,1,1.0909
51,0,292,13525.0,16772.0,0.5755999999999999,0.75,0.8999999999999999,0,0.3333
2,1,69,881.0,15610.0,0.7496999999999999,0.43999999999999995,0.1875,0,0.5832999999999999
0,0,21,4231.0,24856.0,0.31529999999999997,0.3,0.46149999999999997,12,0.5882
1,1,235,23210.0,12345.0,0.8020999999999999,0.31429999999999997,0.3333,1,0.3846
0,0,249,2632.0,82181.0,0.18409999999999999,0.44439999999999996,0.48719999999999997,1,1.2856999999999998
13,0,376,17073.0,40366.0,0.8926999999999999,0.39999999999999997,0.3333,0,0.25
0,0,320,5659.0,26128.0,0.44539999999999996,0.5357,0.3333,0,0.6364
0,1,149,8148.0,52269.0,0.9705999999999999,0.27999999999999997,0.5428999999999999,0,3.5
1,0,227,6122.0,9523.0,0.0101,0.38889999999999997,0.6,1,0.19999999999999998
14,0,59,35205.0,142306.0,0.9025,0.725,0.6667,1,0.22219999999999998
1,0,147,15528.0,6820.0,0.7307999999999999,0.3182,0.5,3,0.1818
0,1,164,5471.0,28172.0,0.49539999999999995,0.4375,0.6667,0,1.5
0,0,286,39918.0,67347.0,0.8365999999999999,0.9199999999999999,0.6667,1,1.2856999999999998
0,0,257,23122.0,40088.0,0.31349999999999995,0.44439999999999996,0.5,0,0.3
0,0,252,12956.0,88192.0,0.8492,0.6667,0.3571,0,1.2
0,0,257,117110.0,9193.0,0.605,0.4286,0.7027,0,0.125
17,0,244,67203.0,24986.0,0.3218,0.5,0.5,4,0.7333
0,0,376,16440.0,59687.0,0.8536999999999999,0.37139999999999995,0.625,0,0.37039999999999995
0,0,339,20945.0,10468.0,0.7677999999999999,0.3333,0.46669999999999995,1,0.1765
0,0,301,15731.0,119843.0,0.8159,0.44439999999999996,0.6128999999999999,0,0.0769
2,0,120,37838.0,47415.0,0.9742999999999999,0.6596,0.5938,0,0.9332999999999999
0,0,59,8056.0,15269.0,0.9094,0.5,0.6175999999999999,20,0.35
1,0,56,51624.0,40511.0,0.43089999999999995,0.5152,0.0556,0,0.5
0,0,165,53850.0,82071.0,0.6842999999999999,0.43329999999999996,0.4643,0,0.0
0,0,199,14450.0,143941.0,0.7323,0.24,0.44999999999999996,9,0.0
0,0,21,7872.0,959.0,0.6708999999999999,0.0,0.2647,0,0.0
0,0,146,25323.0,22418.0,0.5931,0.43479999999999996,0.5517,0,0.0
0,0,238,40869.0,30760.0,0.5236999999999999,0.6578999999999999,0.3333,1,1.3333
0,1,292,8289.0,22958.0,0.9346,0.6667,0.38889999999999997,1,0.6667
0,0,224,48127.0,17634.0,0.19499999999999998,0.6957,0.2727,0,2.125
0,1,21,20656.0,13218.0,0.7742,0.36,0.5366,0,0.7142999999999999
1,0,462,5581.0,2500.0,0.9060999999999999,0.875,0.38099999999999995,0,1.0909
0,1,342,17191.0,62088.0,1.0323,0.23079999999999998,0.3455,0,0.6667
0,1,523,11453.0,12832.0,0.2773,0.5,0.8571,0,0.5556
0,0,77,16889.0,51773.0,0.8866999999999999,0.19999999999999998,0.6480999999999999,3,0.1875
0,0,165,36692.0,42729.0,0.7917,0.6943999999999999,0.5832999999999999,2,0.6667
11,0,216,14441.0,43039.0,0.8536999999999999,0.5135,0.2653,1,0.2667
0,0,167,851.0,8509.0,1.4650999999999998,0.8462,0.6897,0,1.0
0,0,59,25739.0,28795.0,0.6175999999999999,0.7097,0.6667,0,1.6666999999999998
0,0,133,789.0,52850.0,0.9643999999999999,0.6,0.43329999999999996,0,0.0
15,0,263,19643.0,17878.0,0.9150999999999999,0.7346999999999999,0.6061,0,0.5556
0,0,255,25323.0,26034.0,0.6830999999999999,0.0909,0.3529,0,0.6499999999999999
8,0,117,66083.0,77972.0,0.8648999999999999,0.35,0.1818,1,0.25
0,0,78,23215.0,17211.0,0.9021999999999999,0.7044999999999999,0.1765,6,0.5
7,0,87,12919.0,21972.0,0.7588999999999999,0.5758,0.7917,0,0.6
0,0,31,32984.0,23803.0,0.6272,0.23529999999999998,0.6285999999999999,0,0.11109999999999999
6,0,295,57129.0,1588.0,0.6442,0.3333,0.2941,0,0.0
8,0,291,10341.0,17098.0,0.6796,0.22219999999999998,0.43999999999999995,0,0.0
1,0,371,21108.0,32997.0,0.35429999999999995,0.8888999999999999,0.6399999999999999,16,1.2856999999999998
0,0,295,11792.0,20925.0,0.2481,0.7813,0.27999999999999997,10,0.5
0,0,229,34583.0,45227.0,0.6163,0.45449999999999996,0.5333,2,0.24
0,1,131,39918.0,58953.0,0.8434999999999999,0.5938,0.15,1,0.1667
0,1,152,44456.0,1296.0,0.9048999999999999,0.7428999999999999,0.3636,0,1.7999999999999998
5,1,98,21483.0,69963.0,0.9021999999999999,0.6399999999999999,0.09999999999999999,6,0.3
0,0,43,12186.0,47533.0,0.945,0.2632,0.7618999999999999,0,0.6499999999999999
0,0,355,26958.0,27823.0,0.7882999999999999,0.9199999999999999,0.7241,0,0.4286
1,0,197,995.0,57824.0,0.8589,0.2667,0.6154,1,0.7599999999999999
0,0,330,10841.0,6.0,0.5606,0.42419999999999997,0.21209999999999998,5,1.0
0,1,132,24517.0,30966.0,0.6095999999999999,0.5713999999999999,0.25,0,0.10529999999999999
0,0,193,23122.0,16295.0,0.34099999999999997,0.9286,0.6922999999999999,4,1.1428999999999998
0,0,43,25819.0,15920.0,0.6324,0.43329999999999996,0.6315999999999999,0,1.0
0,0,57,7862.0,18465.0,0.6013999999999999,0.1176,0.32789999999999997,0,0.31579999999999997
0,0,51,166443.0,3966.0,0.8825999999999999,0.7878999999999999,0.47369999999999995,0,0.0
0,0,162,9204.0,48318.0,1.0781999999999998,0.35,0.3,11,0.5
1,0,402,15019.0,38094.0,0.7436999999999999,0.7,0.4839,2,1.0
0,1,329,34274.0,61230.0,0.20779999999999998,0.07139999999999999,0.5599999999999999,2,0.5143
0,0,16,23139.0,3020.0,0.0871,0.0833,0.5294,0,0.11109999999999999
0,0,231,47069.0,3985.0,0.5606,0.48979999999999996,0.6,0,0.5
0,0,156,11395.0,9627.0,1.0081,0.6333,0.5,0,1.25
0,0,16,4205.0,25073.0,0.5311999999999999,0.6563,0.6,0,0.4231
0,0,243,7244.0,18852.0,0.4406,0.3226,0.3,0,1.125
2,0,169,16469.0,21858.0,0.863,0.5294,0.5,2,0.4375
0,0,138,13404.0,29429.0,0.6059,0.0909,0.7367999999999999,3,1.0
0,0,243,1699.0,41098.0,0.6664,0.3846,0.39999999999999997,1,0.3333
0,0,266,6170.0,20641.0,0.5679,0.5849,0.4286,1,0.5
0,0,172,37816.0,18614.0,0.7172,0.2143,0.5896999999999999,0,0.7999999999999999
1,0,160,33322.0,30753.0,0.3999,0.39999999999999997,0.3636,16,0.7142999999999999
0,0,178,769.0,3049.0,0.9346,0.7,0.5455,8,4.5
12,0,210,1429.0,33604.0,0.6276999999999999,0.3333,0.3226,0,0.0
0,0,118,32320.0,23032.0,0.9185,0.35,0.7333,0,0.7599999999999999
0,0,206,4373.0,3985.0,0.30429999999999996,0.7173999999999999,0.5,1,0.3529
0,0,156,13728.0,322.0,0.9676999999999999,0.3,0.31029999999999996,0,1.0
0,0,205,16119.0,285.0,0.737,0.25,0.31029999999999996,0,0.5
3,0,177,542.0,33300.0,0.13979999999999998,0.2941,0.8234999999999999,2,0.3333
0,0,138,34647.0,117515.0,0.7839999999999999,0.5417,0.48479999999999995,0,1.0
0,0,54,486.0,26099.0,0.858,0.3333,0.3333,0,1.4
0,1,112,2055.0,14935.0,0.7204999999999999,0.6128999999999999,0.8999999999999999,0,0.44439999999999996
0,0,28,12132.0,2911.0,0.0,0.39999999999999997,0.1765,2,0.39999999999999997
0,0,133,789.0,52850.0,0.9643999999999999,0.6,0.43329999999999996,0,0.0
0,0,293,6980.0,28712.0,0.9231999999999999,0.7999999999999999,0.2941,0,0.3333
0,0,371,11565.0,16336.0,0.9345,0.5667,0.2941,0,3.0
0,0,124,19173.0,41506.0,0.9078999999999999,0.3125,1.0,1,0.3333
0,0,224,38617.0,921.0,0.13959999999999997,0.10529999999999999,0.31999999999999995,0,1.125
0,1,50,660.0,86862.0,0.9299,0.47059999999999996,1.0,2,1.0769
1,0,179,31093.0,50191.0,0.5032,0.5,0.6667,0,0.1538
0,0,222,9078.0,89323.0,0.7424,0.6128999999999999,0.5758,0,0.625
0,1,134,13116.0,21736.0,0.5386,0.25,0.6333,0,0.0
0,0,127,52116.0,36714.0,0.8631,0.0833,0.6765,1,1.0
5,0,72,9246.0,7051.0,0.6059,0.5832999999999999,0.7,1,0.6818
0,0,224,26342.0,11680.0,0.9543999999999999,0.1379,0.6428999999999999,0,0.0769
11,0,292,9474.0,49619.0,0.7742,0.1667,0.7895,0,0.28569999999999995
29,1,77,3490.0,35288.0,0.9575999999999999,0.2667,0.31029999999999996,1,0.8999999999999999
18,0,59,2298.0,83808.0,0.5825999999999999,0.8125,0.5,0,1.4285999999999999
0,0,340,38153.0,21792.0,0.9379,0.6,0.1364,0,0.3125
2,0,182,10556.0,115061.0,0.8859999999999999,0.6452,0.7618999999999999,0,0.6111
0,0,387,29239.0,63412.0,0.8109,0.28569999999999995,0.1304,10,0.1875
0,0,88,5337.0,20447.0,0.46359999999999996,0.359,0.5,0,0.5
0,0,161,41571.0,117131.0,0.2662,0.3636,0.8695999999999999,2,0.4118
3,0,129,6014.0,14318.0,0.40769999999999995,0.9230999999999999,0.8695999999999999,0,0.30429999999999996
1,0,317,39287.0,3678.0,0.23859999999999998,0.3478,0.72,1,1.2856999999999998
0,0,220,1123.0,11680.0,0.564,0.6749999999999999,0.6295999999999999,0,1.0
0,0,293,125.0,3170.0,0.5077999999999999,0.6943999999999999,0.7059,0,1.5
12,0,329,9616.0,49822.0,0.9078999999999999,0.5651999999999999,0.23079999999999998,0,0.29169999999999996
3,0,129,10574.0,3910.0,0.7051999999999999,0.38099999999999995,0.15,20,0.5263
2,0,234,36196.0,54878.0,0.1825,0.25,0.3529,0,0.30429999999999996
0,0,96,30785.0,1227.0,0.26749999999999996,0.8999999999999999,0.1364,1,0.0
0,0,60,14113.0,34618.0,0.23839999999999997,0.36589999999999995,0.5909,0,1.3888999999999998
2,0,293,7937.0,35027.0,0.3278,0.48479999999999995,0.36589999999999995,1,0.6
2,0,281,20068.0,700.0,0.5738,0.4286,0.1739,3,0.5
1,0,94,7559.0,12500.0,1.0739999999999998,0.44439999999999996,0.9047999999999999,11,2.8
0,0,318,9708.0,92248.0,0.5841,0.7646999999999999,0.2653,0,0.27499999999999997
0,0,134,25577.0,43917.0,0.0866,0.6667,0.25,0,0.15789999999999998
0,1,161,13952.0,2950.0,0.7426999999999999,0.27499999999999997,0.29029999999999995,0,0.20829999999999999
0,1,62,9076.0,80666.0,0.8884,0.1429,0.3636,1,0.0
0,0,129,20574.0,55318.0,0.7188,0.6667,0.5882,0,0.09999999999999999
1,0,267,12716.0,27157.0,0.9040999999999999,0.5952,0.2432,0,3.3333
0,0,361,19585.0,31800.0,0.5246999999999999,0.619,0.1765,0,0.0833
1,1,439,16618.0,10942.0,0.6692999999999999,0.1176,0.375,0,0.3571
0,0,90,2184.0,6.0,0.7051999999999999,0.7895,0.8462,0,1.0
1,0,66,59279.0,25283.0,0.5871,0.3171,0.7999999999999999,0,0.19999999999999998
1,0,399,47407.0,46029.0,0.848,0.0294,0.31029999999999996,3,0.0
0,1,228,80241.0,47288.0,0.2546,0.575,0.22219999999999998,8,0.3529
0,0,212,28526.0,44572.0,0.6167999999999999,0.7,0.6667,0,0.07139999999999999
8,0,56,3616.0,39029.0,0.9643999999999999,0.7333,0.5713999999999999,0,0.75
1,1,27,5463.0,48743.0,0.2576,0.5,0.7353,0,0.5789
3,0,319,17226.0,12865.0,0.5757,0.27499999999999997,0.21209999999999998,5,0.375
6,0,193,1664.0,66347.0,0.28919999999999996,0.3636,0.6053,0,0.31579999999999997
1,0,75,12827.0,17570.0,0.6616,0.4375,0.475,2,1.25
0,0,278,2500.0,73498.0,0.6830999999999999,0.6295999999999999,0.5667,12,0.5
0,0,70,41611.0,21147.0,0.5434,0.4054,0.5185,0,0.6111
0,0,242,10121.0,58532.0,0.41059999999999997,0.28569999999999995,0.6667,0,0.45449999999999996
0,0,61,68264.0,62295.0,0.7990999999999999,0.8332999999999999,0.5556,4,0.23529999999999998
1,0,101,6934.0,12887.0,0.8974,0.44439999999999996,0.19999999999999998,0,0.4583
1,0,110,8779.0,62879.0,0.19369999999999998,0.5277999999999999,0.303,3,1.5
17,0,48,41760.0,25940.0,0.7051999999999999,0.0667,0.44439999999999996,0,0.4211
0,0,179,38343.0,50001.0,0.6851999999999999,0.5713999999999999,0.5651999999999999,0,0.3
0,0,207,163.0,41610.0,0.43629999999999997,0.32559999999999995,0.5556,0,0.31429999999999997
0,0,354,16546.0,2318.0,0.8692,0.7777999999999999,1.0,0,0.6667
0,0,83,27404.0,47149.0,0.9310999999999999,0.7,0.38099999999999995,1,1.0
0,0,54,3715.0,20841.0,0.9668,0.8571,0.5,0,0.11109999999999999
0,0,442,90819.0,32276.0,0.7526999999999999,0.13329999999999997,0.2647,2,0.25
0,0,189,2620.0,18048.0,0.848,0.7406999999999999,0.6399999999999999,0,0.75
0,0,92,6737.0,35693.0,0.7835,0.6667,0.7222,0,0.6499999999999999
4,0,248,1464.0,40984.0,0.7488999999999999,0.4211,0.7777999999999999,0,1.0
0,0,429,15845.0,31671.0,0.5863999999999999,0.6922999999999999,0.1818,0,3.5
0,0,256,17982.0,14864.0,0.32749999999999996,0.6295999999999999,0.6333,1,0.5455
0,0,172,28477.0,34872.0,0.4821,0.6315999999999999,0.42419999999999997,0,0.0
2,1,182,37137.0,36468.0,0.7498999999999999,0.6841999999999999,0.2941,1,2.125
0,0,446,36227.0,53432.0,0.6855,0.19999999999999998,0.6333,0,0.0
0,0,131,3715.0,39039.0,0.625,0.4583,0.38099999999999995,6,0.9167
0,0,162,7407.0,23295.0,0.2571,0.4688,0.3,0,1.0
1,0,137,18937.0,96183.0,0.9067999999999999,0.23079999999999998,0.5956999999999999,1,1.0
0,0,24,10864.0,1979.0,0.7273999999999999,0.5,0.5651999999999999,0,0.19999999999999998
0,0,388,127.0,36663.0,0.4623,0.7999999999999999,0.2143,0,0.25
1,0,84,9083.0,47996.0,0.43679999999999997,0.23529999999999998,0.5366,8,0.0
0,0,353,21306.0,145189.0,0.6122,0.7273,0.35,0,0.1667
0,0,402,9183.0,41216.0,0.248,0.3171,0.7254999999999999,2,0.8125
5,0,172,20822.0,13979.0,0.5339999999999999,0.5713999999999999,0.3333,0,0.39289999999999997
0,1,153,32554.0,69991.0,0.6953999999999999,0.5,0.3333,0,0.8462
6,0,36,10783.0,49561.0,0.8089,0.5237999999999999,0.46669999999999995,0,0.0
0,0,104,8702.0,79249.0,0.5982999999999999,0.6765,0.375,0,0.125
0,1,157,52849.0,20595.0,0.413,0.1429,0.5,1,0.31579999999999997
0,0,231,3075.0,62295.0,0.5239999999999999,0.5556,0.6,0,2.0999999999999996
0,0,132,38702.0,18764.0,0.34199999999999997,0.4286,0.4286,0,0.75
3,0,67,49638.0,16416.0,0.6738,0.4583,0.5713999999999999,0,0.0
0,0,308,24507.0,36714.0,0.9134,0.40909999999999996,0.37739999999999996,1,0.5556
0,0,99,950.0,27509.0,0.1289,0.6841999999999999,0.44439999999999996,0,3.3333
4,0,127,15607.0,3822.0,0.42779999999999996,0.8095,0.5640999999999999,6,0.047599999999999996
12,0,88,41779.0,71425.0,0.4538,0.5,0.45899999999999996,4,2.0
0,1,91,3415.0,4900.0,0.8363999999999999,0.0769,0.11109999999999999,0,0.11109999999999999
8,0,17,706.0,9649.0,0.3378,0.6904999999999999,0.23529999999999998,0,0.3125
0,1,94,67148.0,285.0,0.5971,0.6053,0.3333,0,0.6667
0,0,441,26300.0,35108.0,1.0739999999999998,0.5517,0.5,2,0.5385
17,0,49,22084.0,62577.0,0.5549999999999999,0.3448,0.38099999999999995,0,1.0
0,0,166,40611.0,3700.0,0.7058,0.29169999999999996,0.4839,7,1.0
4,0,196,18923.0,7465.0,0.6022,0.21209999999999998,0.7777999999999999,1,0.2727
0,0,78,24585.0,35259.0,0.5863999999999999,0.23809999999999998,0.4063,0,0.5294
0,1,180,18711.0,44764.0,0.7958999999999999,0.6086999999999999,0.5263,12,0.0
51,0,235,30021.0,18826.0,0.475,0.39289999999999997,0.186,0,0.8999999999999999
0,0,352,15067.0,72586.0,0.4053,0.6875,0.5263,3,0.43479999999999996
0,1,113,2627.0,3144.0,0.5680999999999999,0.48939999999999995,0.5713999999999999,2,0.0
2,0,211,19522.0,47208.0,0.9025,0.8181999999999999,0.6480999999999999,4,1.0
0,0,330,62895.0,30391.0,0.9325,1.0,0.3333,0,0.5
0,0,150,20288.0,48047.0,0.46399999999999997,0.36,0.3846,0,0.1667
0,0,285,47407.0,12424.0,0.7257999999999999,0.5,0.5,0,0.0
1,0,59,14690.0,12822.0,0.8173999999999999,0.52705,0.4286,0,0.1538
